工務段,國道編號,方向,里程,經度,緯度,日期,詳細類群,可能種類推測
南投,3,N,209.1,120.6637003,24.065077,2016/1/12,中小鳥,鴿子
南投,3,S,199.3,120.5790795,24.102178,2016/1/12,中小鳥,鴿子
南投,3,N,223,120.657188,23.9573125,2016/1/13,中小鳥,斑鳩
南投,3,N,215.6,120.6616408,24.016751,2016/1/14,中小鳥,斑鳩
南投,3,S,222.1,120.6500562,23.96336467,2016/1/14,其他,無法辨識
南投,3,N,217.3,120.651886,24.00448667,2016/1/18,中小鳥,鴿子
南投,3,N,221.5,120.6488072,23.9677145,2016/1/19,中小鳥,斑鳩
南投,3,S,197.1,120.557979,24.10608033,2016/1/19,中小鳥,斑鳩
南投,3,N,196.3,120.5513732,24.108288,2016/1/20,中小鳥,鴿子
南投,3,S,220.6,120.65029,23.97646133,2016/1/20,中小鳥,斑鳩
南投,3,S,209.3,120.6647223,24.06439283,2016/1/21,中小鳥,斑鳩
南投,3,N,200.6,120.5919902,24.09859,2016/1/22,中小鳥,小白鷺或黃頭鷺
南投,3,S,218.6,120.6508628,23.99397667,2016/1/22,中小鳥,鴿子
南投,3,N,205.4,120.6322687,24.07837167,2016/1/23,中小鳥,斑鳩
南投,3,N,207.9,120.6523945,24.06787683,2016/1/25,中小鳥,鴿子
南投,3,S,199.6,120.5817398,24.101051,2016/1/25,中小鳥,斑鳩
南投,3,N,219.3,120.6528543,23.98700083,2016/1/26,中小鳥,鴿子
南投,3,S,209.3,120.6647223,24.06439283,2016/1/26,中小鳥,鴿子
南投,3,N,207.9,120.6523945,24.06787683,2016/1/27,中小鳥,斑鳩
南投,3,S,205.3,120.631019,24.07926083,2016/1/27,中小鳥,斑鳩
中壢,2,E,16.3,121.307972,24.973431,2016/1/26,貓狗,貓
中壢,1,N,66.8,121.1738212,24.927431,2016/1/22,中小鳥,無法辨識
中壢,1,S,80.1,121.065725,24.87769167,2016/1/18,中小鳥,竹雞
中壢,1,S,80.2,121.0648238,24.87736167,2016/1/26,大鳥,鳳頭蒼鷹
中壢,1,S,56.1,121.2451495,24.996343,2016/1/5,中小鳥,鴿子
中壢,1,S,56.7,121.2412272,24.99241,2016/1/5,中小鳥,鴿子
中壢,1,S,62,121.2026498,24.96015367,2016/1/5,中小鳥,鴿子
中壢,1,S,67,121.1730087,24.92703483,2016/1/5,中小鳥,大卷尾
中壢,1,N,69.3,121.1638772,24.90730133,2016/1/5,中小鳥,斑鳩
中壢,1,N,66.8,121.1738212,24.927431,2016/1/5,中小鳥,斑鳩
中壢,1,N,65.2,121.1877915,24.9341675,2016/1/5,中小鳥,鴿子
中壢,1,N,89.6,121.0222515,24.83513617,2016/1/7,大鳥,小白鷺
南投,3,S,254,120.6215677,23.77640917,2016/1/1,貓狗,貓
南投,3,S,224.5,120.6681055,23.95011383,2016/1/6,貓狗,貓
南投,3,N,236.8,120.7022448,23.85411583,2016/1/16,貓狗,狗
南投,3,N,243.7,120.7018993,23.79612867,2016/1/16,貓狗,貓
南投,3,S,266.8,120.590064,23.6799625,2016/1/18,貓狗,貓
南投,3,S,246,120.6986755,23.77869233,2016/1/23,貓狗,貓
南投,6,W,1,120.6805828,24.0213767,2016/1/1,貓狗,狗
南投,6,W,5,120.7156001,24.0063697,2016/1/21,貓狗,貓
關西,3,N,105.2,120.9443927,24.7529205,2016/2/2,中小鳥,無法辨識
關西,3,S,81.3,121.152473,24.80736017,2016/2/2,貓狗,狗
關西,3,S,61.8,121.2687468,24.89958917,2016/2/6,貓狗,狗
關西,3,S,63.5,121.2610948,24.88600533,2016/2/6,貓狗,貓
關西,3,S,87.5,121.1044562,24.77925267,2016/2/6,貓狗,狗
關西,3,N,,,,2016/2/7,貓狗,狗
關西,3,S,46,,,2016/2/7,貓狗,貓
關西,3,S,97.3,121.0207307,24.754384,2016/2/8,貓狗,狗
關西,3,S,92,121.0683413,24.757657,2016/2/8,貓狗,狗
關西,3,N,70,121.2068302,24.85534133,2016/2/9,貓狗,狗
關西,3,S,94.1,121.0492538,24.761798,2016/2/9,貓狗,貓
關西,3,N,57.5,121.3000022,24.92205967,2016/2/9,貓狗,貓
關西,3,S,55,121.3192372,24.93709583,2016/2/10,貓狗,貓
關西,3,R,103,120.9647862,24.75891233,2016/2/10,貓狗,狗
關西,3,S,50.4,121.361538,24.94039383,2016/2/11,貓狗,狗
關西,3,N,51.8,121.3487293,24.93458733,2016/2/12,貓狗,狗
關西,3,N,84.5,121.1264838,24.7921285,2016/2/12,貓狗,狗
關西,3,N,110,120.9056027,24.73171767,2016/2/12,貓狗,狗
關西,3,S,90,121.0831975,24.76908283,2016/2/12,貓狗,狗
關西,3,N,71,121.2008073,24.84835067,2016/2/13,中小鳥,無法辨識
中壢,1,S,60.9,121.2114,24.96613,2016/1/20,貓狗,貓
中壢,1,S,64.2,121.1935368,24.9423215,2016/1/20,貓狗,貓
中壢,1,R,41.1,121.365576,25.06483783,2016/1/8,貓狗,貓
中壢,1,N,44.5,121.3333468,25.06053117,2016/1/8,貓狗,貓
中壢,2,W,0,121.217585,25.06563683,2016/1/14,貓狗,狗
中壢,2,W,16.5,121.3106543,24.97288833,2016/1/18,貓狗,貓
中壢,1,S,45,121.3304732,25.058591,2016/1/19,貓狗,貓
中壢,2,E,13.6,121.2837312,24.9815915,2016/1/20,貓狗,貓
中壢,1,N,,,,2016/1/21,中小鳥,無法辨識
中壢,1,N,95,121.0053482,24.7893955,2016/1/4,貓狗,貓
中壢,1,N,88,121.0188655,24.84884633,2016/1/4,貓狗,狗
中壢,1,S,73.9,121.122885,24.893268,2016/1/9,中小鳥,鴿子
中壢,1,N,71.4,121.1459787,24.89876033,2016/1/28,其他,鴨
內湖,1,N,14.7,121.6139242,25.06560017,2016/1/1,貓狗,狗
內湖,1,N,16.35,,,2016/1/4,貓狗,貓
內湖,1,S,14.1,121.6207977,25.06637083,2016/1/5,貓狗,貓
內湖,1,N,34.1,121.4265752,25.0676515,2016/1/5,其他,無法辨識
內湖,1,N,34.6,121.4221533,25.065463,2016/1/9,貓狗,狗
內湖,1,N,24.6,121.5185833,25.0771185,2016/1/14,貓狗,貓
內湖,1,S,40,121.3772445,25.06608433,2016/1/19,貓狗,狗
關西,3,N,56.1,121.3114952,24.92906683,2016/2/15,貓狗,狗
關西,3,S,93,121.0587043,24.75730783,2016/2/16,貓狗,狗
關西,3,N,99.9,120.9947435,24.75557033,2016/2/16,貓狗,狗
關西,3,N,105,120.946342,24.753,2016/2/18,貓狗,貓
關西,3,N,90.5,121.0797177,24.764781,2016/2/20,貓狗,狗
關西,3,N,95.3,121.0369548,24.76263917,2016/2/20,中小鳥,無法辨識
關西,3,N,63.5,121.2607497,24.88523567,2016/2/21,貓狗,狗
關西,3,S,109,120.914152,24.73752817,2016/2/21,貓狗,狗
關西,1,N,94.4,121.0074405,24.79446683,2016/2/21,貓狗,貓
關西,3,S,97.5,121.0189472,24.75435867,2016/2/21,貓狗,貓
關西,3,S,64.7,121.2518428,24.879377,2016/2/25,貓狗,狗
屏東,10,E,29.1,120.4901677,22.8296795,2016/2/15,其他,無法辨識
屏東,10,W,28.4,120.4878703,22.824548,2016/2/15,中小鳥,白尾八哥或八哥
屏東,10,E,28.9,120.4893227,22.82806933,2016/2/20,中小鳥,白尾八哥或八哥
屏東,3,S,401.3,120.5615958,22.68826583,2016/2/2,中小鳥,斑鳩
屏東,3,N,388.8,120.4721857,22.75791733,2016/2/3,中小鳥,鴿子
屏東,3,N,403.2,120.561009,22.670757,2016/2/8,中小鳥,鴿子
屏東,3,S,414,120.5253488,22.58239183,2016/2/9,中小鳥,白尾八哥或八哥
屏東,3,S,423,120.525089,22.50388117,2016/2/12,中小鳥,斑鳩
屏東,3,N,431,,,2016/2/15,中小鳥,麻雀
屏東,3,S,423,120.525089,22.50388117,2016/2/18,中小鳥,斑鳩
屏東,3,N,401,120.5609362,22.68992783,2016/2/21,中小鳥,麻雀
屏東,3,N,386,120.4469372,22.76712933,2016/2/23,中小鳥,白尾八哥或八哥
屏東,3,S,399,120.5456355,22.70183267,2016/2/29,中小鳥,白尾八哥或八哥
屏東,3,N,385.6,120.4433667,22.76864367,2016/2/1,其他,雞
屏東,3,N,358.6,120.338813,22.97061517,2016/2/1,貓狗,狗
屏東,3,S,366,120.3502758,22.91036783,2016/2/3,貓狗,狗
屏東,3,N,359.7,120.345699,22.96330517,2016/2/8,貓狗,狗
屏東,3,S,400.2,120.555476,22.69616217,2016/2/14,貓狗,狗
屏東,3,N,369.5,,,2016/2/15,貓狗,貓
屏東,10,E,32,120.4950065,22.85444617,2016/2/19,貓狗,狗
屏東,3,N,368,120.3596583,22.893656,2016/2/25,貓狗,貓
屏東,3,N,393.2,120.5062858,22.73785867,2016/2/27,貓狗,貓
屏東,10,E,30.4,120.4957785,22.840188,2016/2/29,貓狗,貓
屏東,10,E,24.3,120.4652413,22.7972145,2016/2/3,中小鳥,鴿子
屏東,3,N,377.2,120.40916,22.8314175,2016/2/3,中小鳥,斑鳩
屏東,3,S,368.1,120.3595083,22.8934535,2016/2/3,中小鳥,斑鳩
屏東,10,E,27.4,120.4863205,22.81482467,2016/2/7,中小鳥,斑鳩
屏東,10,W,28.4,120.4878703,22.824548,2016/2/7,其他,無法辨識
屏東,10,W,23.1,120.4543427,22.797542,2016/2/7,中小鳥,鴿子
屏東,10,E,29.7,120.4932952,22.83429667,2016/2/10,其他,無法辨識
屏東,10,E,30.2,120.4953202,22.838432,2016/2/10,中小鳥,白尾八哥或八哥
屏東,10,W,30.1,120.4950988,22.83823117,2016/2/10,其他,無法辨識
屏東,10,W,27.7,120.4868103,22.8182845,2016/2/10,中小鳥,白尾八哥或八哥
屏東,10,E,23.4,120.4565167,22.79747433,2016/2/15,中小鳥,鴿子
屏東,10,W,29.7,120.493532,22.83493583,2016/2/20,其他,無法辨識
屏東,3,N,377.8,120.4137382,22.82793817,2016/2/24,中小鳥,鴿子
屏東,10,E,27.2,120.4858262,22.813069,2016/2/24,中小鳥,斑鳩
屏東,10,W,28.2,120.487468,22.822772,2016/2/24,中小鳥,斑鳩
屏東,10,E,23.4,120.4565167,22.79747433,2016/2/29,中小鳥,鴿子
關西,3,S,90,121.0831975,24.76908283,2016/3/1,貓狗,狗
關西,3,S,96.9,121.0245758,24.75513233,2016/3/2,貓狗,狗
關西,3,S,89.5,121.086506,24.77240383,2016/3/3,貓狗,狗
關西,3,S,82,121.1455673,24.80652033,2016/3/3,貓狗,狗
關西,3,S,84,121.1293342,24.79668167,2016/3/4,貓狗,狗
關西,3,S,97.6,121.017839,24.7544515,2016/3/5,貓狗,貓
關西,3,S,53.7,121.3315967,24.93937767,2016/3/7,貓狗,貓
關西,3,N,64,121.2573037,24.882053,2016/3/7,中小鳥,無法辨識
關西,3,N,82,121.1448775,24.80612767,2016/3/7,貓狗,狗
關西,3,N,42.3,121.43322,24.9603395,2016/3/7,貓狗,狗
關西,3,N,102,120.9745922,24.7575235,2016/3/11,貓狗,狗
關西,3,S,100.5,120.9899308,24.75671583,2016/3/13,貓狗,狗
關西,3,S,47,121.3914542,24.95177233,2016/3/13,貓狗,貓
關西,3,S,87,121.109435,24.77940367,2016/3/13,貓狗,狗
關西,3,S,85,121.1245853,24.7888375,2016/3/13,貓狗,貓
關西,3,R,100,120.9937582,24.75562933,2016/3/17,果子狸,鼬獾
屏東,3,N,375,120.3902322,22.84056283,2016/3/3,貓狗,貓
屏東,3,S,361,120.352558,22.954442,2016/3/5,貓狗,狗
屏東,3,N,359,120.3420047,22.96855733,2016/3/5,貓狗,貓
屏東,10,W,27.5,120.4865308,22.81651017,2016/3/6,貓狗,狗
屏東,10,W,27,120.4853213,22.81210033,2016/3/6,貓狗,貓
屏東,10,E,25,120.4718142,22.79878983,2016/3/6,貓狗,狗
屏東,3,S,391,120.4919353,22.753285,2016/3/8,貓狗,狗
屏東,3,S,412,120.5271535,22.6001745,2016/3/15,貓狗,狗
屏東,3,S,411,120.5299592,22.60882883,2016/3/18,貓狗,貓
屏東,3,N,360.4,120.3494565,22.95809517,2016/3/19,貓狗,狗
屏東,10,E,33.2,120.4917027,22.86442133,2016/3/25,貓狗,貓
屏東,3,S,364.9,120.3495012,22.92019317,2016/3/28,貓狗,貓
屏東,3,N,411.5,120.5284445,22.6037155,2016/3/28,貓狗,貓
屏東,3,S,424.5,120.529666,22.49102333,2016/3/16,貓狗,狗
屏東,3,N,424.5,120.5300837,22.490195,2016/3/28,其他,無法辨識
屏東,3,N,405,120.5515103,22.657213,2016/3/2,中小鳥,鴿子
屏東,3,N,390.2,120.4857287,22.756001,2016/3/6,中小鳥,麻雀
屏東,3,S,419,120.5186495,22.539173,2016/3/15,中小鳥,斑鳩
屏東,3,S,420,120.519914,22.5301915,2016/3/22,中小鳥,白尾八哥或八哥
屏東,3,N,422,120.5248992,22.51213283,2016/3/30,中小鳥,斑鳩
屏東,10,E,23.7,120.4594163,22.79723417,2016/3/4,中小鳥,鴿子
屏東,10,E,29.2,120.4906472,22.8304665,2016/3/4,中小鳥,斑鳩
屏東,10,W,27.9,120.487066,22.82010717,2016/3/4,中小鳥,白尾八哥或八哥
屏東,3,N,376.9,120.4067185,22.83291483,2016/3/9,中小鳥,斑鳩
屏東,10,E,27.6,120.4866933,22.8166355,2016/3/9,其他,無法辨識
屏東,10,W,28.6,120.4884187,22.8262685,2016/3/9,中小鳥,白尾八哥或八哥
屏東,10,E,28.6,120.4883103,22.82551567,2016/3/13,其他,無法辨識
屏東,10,W,30.2,120.4953675,22.8390995,2016/3/13,中小鳥,斑鳩
屏東,10,E,24.3,120.4652413,22.7972145,2016/3/19,中小鳥,鴿子
屏東,3,N,376.5,120.4033022,22.83465033,2016/3/19,中小鳥,斑鳩
屏東,10,E,28.4,120.4878267,22.823773,2016/3/19,中小鳥,白尾八哥或八哥
屏東,10,W,29.7,120.493532,22.83493583,2016/3/19,中小鳥,斑鳩
屏東,10,E,26.5,120.4829337,22.807353,2016/3/23,中小鳥,斑鳩
屏東,10,E,29.7,120.4932952,22.83429667,2016/3/23,中小鳥,白尾八哥或八哥
屏東,10,W,30.1,120.4950988,22.83823117,2016/3/23,其他,無法辨識
屏東,10,W,27.7,120.4868103,22.8182845,2016/3/23,中小鳥,斑鳩
屏東,3,N,365.4,120.349484,22.91497167,2016/3/27,中小鳥,鳳頭蒼鷹
屏東,10,E,24.1,120.4633098,22.79708083,2016/3/27,中小鳥,鴿子
屏東,10,E,28.3,120.4876398,22.82289333,2016/3/27,中小鳥,斑鳩
屏東,3,S,418,120.5201502,22.54806483,2016/3/27,中小鳥,鴿子
屏東,10,W,27.7,120.4868103,22.8182845,2016/3/27,其他,無法辨識
屏東,3,N,423,120.5253738,22.50312867,2016/3/7,大鳥,小白鷺或黃頭鷺
屏東,3,N,419,120.5187858,22.53841317,2016/3/3,中小鳥,麻雀
屏東,3,N,405.2,120.5502222,22.65582867,2016/3/7,中小鳥,白尾八哥或八哥
屏東,3,N,390.3,120.486649,22.75573617,2016/3/7,中小鳥,鴿子
屏東,3,N,389.2,120.4760197,22.757441,2016/3/7,中小鳥,斑鳩
屏東,3,S,403.2,120.5611665,22.6714815,2016/3/7,中小鳥,白尾八哥或八哥
屏東,3,S,416,120.5276362,22.56472567,2016/3/7,中小鳥,鴿子
屏東,3,S,425,120.5308785,22.48666833,2016/3/7,中小鳥,斑鳩
屏東,3,S,428,120.5240522,22.46110767,2016/3/7,中小鳥,鴿子
屏東,3,N,383.2,120.4268217,22.78252167,2016/3/8,中小鳥,斑鳩
屏東,3,N,382.4,120.4258873,22.78962567,2016/3/8,中小鳥,鴿子
屏東,3,N,377.6,120.4122577,22.82917017,2016/3/8,中小鳥,斑鳩
屏東,3,N,368.5,120.3607577,22.88923783,2016/3/8,中小鳥,斑鳩
屏東,3,N,360.1,120.3475495,22.96013333,2016/3/8,大鳥,鳳頭蒼鷹
屏東,3,N,359.8,120.3460865,22.9624875,2016/3/8,大鳥,小白鷺或黃頭鷺
屏東,3,S,367.7,120.3579943,22.89678283,2016/3/9,中小鳥,斑鳩
屏東,3,S,375.4,120.392687,22.838921,2016/3/9,中小鳥,斑鳩
屏東,3,S,382.8,120.4257507,22.78675233,2016/3/9,大鳥,小白鷺或黃頭鷺
屏東,3,S,403.2,120.5611665,22.6714815,2016/3/10,中小鳥,白尾八哥或八哥
屏東,3,S,416,120.5276362,22.56472567,2016/3/10,中小鳥,鴿子
屏東,3,S,425,120.5308785,22.48666833,2016/3/10,中小鳥,斑鳩
新營,1,S,253,120.4316988,23.58863367,2015/12/31,貓狗,狗
新營,1,S,291.2,120.2773647,23.285543,2015/12/1,中小鳥,無法辨識
新營,1,S,256.6,120.4177218,23.55897683,2015/12/2,中小鳥,無法辨識
新營,1,N,253.4,120.4301435,23.584412,2015/12/4,中小鳥,無法辨識
新營,1,S,267.5,120.3775698,23.4692445,2015/12/7,貓狗,貓
新營,1,N,275.2,120.3551233,23.4035165,2015/12/9,中小鳥,無法辨識
新營,1,N,252.1,120.4341225,23.595639,2015/12/10,中小鳥,無法辨識
新營,1,S,273.2,120.3559045,23.4222775,2015/12/11,中小鳥,無法辨識
新營,1,N,282.7,120.3229053,23.347854,2015/12/15,中小鳥,無法辨識
新營,1,S,278.3,120.3522815,23.376685,2015/12/17,中小鳥,無法辨識
新營,1,N,253.6,120.4293782,23.58279567,2015/12/18,中小鳥,無法辨識
新營,1,S,263.1,120.3987038,23.502966,2015/12/21,中小鳥,無法辨識
新營,1,N,291.1,120.2776382,23.28557567,2015/12/24,中小鳥,無法辨識
新營,1,N,275.4,120.3552147,23.40172,2015/12/25,中小鳥,無法辨識
新營,1,S,263.3,120.3975815,23.501552,2015/12/26,貓狗,貓
新營,1,S,285.4,120.3046753,23.33151317,2015/12/28,中小鳥,無法辨識
大甲,3,N,151.5,120.6814033,24.44115483,2015/12/1,中小鳥,鴿子
大甲,3,N,144,120.70618,24.4992065,2015/12/2,中小鳥,白尾八哥或八哥
大甲,3,S,127.6,120.80636,24.6120935,2015/12/3,中小鳥,斑鳩
大甲,3,N,119.9,120.8467077,24.668207,2015/12/4,中小鳥,斑鳩
大甲,3,N,152.5,120.6833567,24.43229133,2015/12/7,中小鳥,白頭翁
大甲,3,N,157,120.6690178,24.394353,2015/12/8,中小鳥,白尾八哥或八哥
大甲,3,N,119.8,120.8469312,24.66907967,2015/12/9,中小鳥,白尾八哥或八哥
大甲,3,S,138,120.7421338,24.54269983,2015/12/10,中小鳥,鴿子
大甲,3,N,136.2,120.7518698,24.55529617,2015/12/11,中小鳥,麻雀
大甲,3,N,127.2,120.8087165,24.61394533,2015/12/14,中小鳥,鴿子
大甲,3,S,119.6,120.8471785,24.67165633,2015/12/15,中小鳥,白尾八哥或八哥
大甲,3,N,119,120.8473985,24.67632033,2015/12/16,中小鳥,白頭翁
大甲,3,S,119.1,120.8471913,24.67613967,2015/12/17,中小鳥,斑鳩
大甲,3,N,152.3,120.6832142,24.43408033,2015/12/18,中小鳥,白頭翁
大甲,3,N,130,120.7869047,24.59896667,2015/12/21,中小鳥,白頭翁
大甲,3,N,127.2,120.8087165,24.61394533,2015/12/22,中小鳥,斑鳩
大甲,3,S,113.5,120.8842975,24.70855883,2015/12/23,中小鳥,白頭翁
大甲,3,N,127.4,120.8073183,24.61261317,2015/12/24,中小鳥,麻雀
大甲,3,S,167,120.6225133,24.323169,2015/12/1,中小鳥,麻雀
大甲,3,S,178,120.5930985,24.234138,2015/12/3,中小鳥,領角鴞
大甲,3,N,186,120.5484815,24.17801083,2015/12/4,中小鳥,麻雀
大甲,3,S,185,120.5534298,24.1866605,2015/12/7,中小鳥,麻雀
大甲,3,S,181,120.5820813,24.2090285,2015/12/8,中小鳥,白頭翁
大甲,3,S,164,120.6459457,24.33814317,2015/12/14,大鳥,鳳頭蒼鷹
大甲,3,S,196,120.5478908,24.10977283,2015/12/22,中小鳥,鴿子
大甲,3,S,162,120.6590107,24.3509545,2015/12/23,中小鳥,白頭翁
內湖,1,S,34.4,121.424631,25.06723717,2015/12/9,貓狗,貓
內湖,1,N,27.3,121.4921287,25.075128,2015/12/15,貓狗,狗
內湖,1,S,18.6,121.5775058,25.06987017,2015/12/15,貓狗,貓
內湖,1,N,12,121.6393288,25.071343,2015/12/19,貓狗,狗
